time,forcex,moment,Cd,theta,omega,Cip,real_moment
1,-0.611524736,-0.24968416,-1.22525493,-0.248986014,0.406650065,1.246035344,-0.152931548
1.004,-0.619118914,-0.255130262,-1.240470676,-0.247309197,0.431729885,1.351738276,-0.156267286
1.008,-0.624402666,-0.260133734,-1.251057234,-0.245532407,0.456635181,1.457755088,-0.159331912
1.012,-0.629106894,-0.264968553,-1.260482657,-0.243656362,0.481355884,1.56523353,-0.162293239
1.016,-0.634780598,-0.270052719,-1.271850528,-0.24168182,0.505882001,1.676549212,-0.165407291
1.02,-0.639329818,-0.275414814,-1.280965374,-0.239609579,0.530203617,1.792043331,-0.168691574
1.024,-0.643427177,-0.28036447,-1.289174869,-0.237440477,0.554310902,1.907194204,-0.171723238
1.028,-0.646654019,-0.285607861,-1.29564019,-0.23517539,0.578194108,2.026573417,-0.174934815
1.032,-0.648881347,-0.290186244,-1.30010288,-0.232815235,0.601843583,2.143280333,-0.177739075
1.036,-0.652308583,-0.295250192,-1.306969711,-0.230360966,0.625249764,2.265490513,-0.180840742
1.04,-0.653949715,-0.300150591,-1.310257895,-0.227813574,0.648403192,2.388376942,-0.183842237
1.044,-0.653581413,-0.304177998,-1.309519961,-0.22517409,0.671294505,2.505875051,-0.186309024
1.048,-0.654922299,-0.309182488,-1.312206569,-0.22244358,0.693914451,2.63293018,-0.189374274
1.052,-0.654757058,-0.314125122,-1.311875492,-0.219623148,0.716253885,2.761138457,-0.192401638
1.056,-0.654760202,-0.318629521,-1.311881792,-0.216713935,0.738303777,2.886952409,-0.195160582
1.06,-0.651235541,-0.322002022,-1.304819757,-0.213717116,0.760055213,3.003462848,-0.197226239
1.064,-0.650841758,-0.3275874,-1.304030771,-0.210633903,0.7814994,3.141769806,-0.200647283
1.068,-0.648573177,-0.331684548,-1.299485429,-0.207465542,0.802627669,3.267065871,-0.203156786
1.072,-0.644373909,-0.335659264,-1.291071746,-0.204213314,0.82343148,3.391912396,-0.205591299
1.076,-0.639418369,-0.339708519,-1.281142796,-0.200878534,0.843902423,3.518173026,-0.208071468
1.08,-0.635339536,-0.344165025,-1.272970419,-0.19746255,0.864032222,3.649347298,-0.210801078
1.084,-0.63087741,-0.347416175,-1.264030074,-0.193966742,0.88381274,3.768155491,-0.212792407
1.088,-0.624116843,-0.351751077,-1.250484558,-0.190392524,0.903235981,3.899017538,-0.215447535
1.092,-0.617338173,-0.354392719,-1.236902771,-0.186741341,0.922294092,4.011185441,-0.21706554
1.096,-0.61172803,-0.360480614,-1.225662252,-0.183014669,0.940979371,4.162752012,-0.220794376
1.1,-0.601949006,-0.361640031,-1.206068935,-0.179214013,0.959284263,4.257379265,-0.221504519
1.104,-0.593252328,-0.365590714,-1.188644215,-0.175340912,0.977201369,4.38427458,-0.223924312
1.108,-0.586312556,-0.369768371,-1.174739644,-0.171396929,0.994723446,4.513886532,-0.226483127
1.112,-0.573580867,-0.369509045,-1.149230348,-0.16738366,1.01184341,4.588353863,-0.22632429
1.116,-0.562698767,-0.372063729,-1.127426903,-0.163302727,1.028554341,4.69637859,-0.227889034
1.12,-0.551822013,-0.376366805,-1.105634167,-0.15915578,1.044849484,4.825958337,-0.230524668
1.124,-0.540591808,-0.378686299,-1.083133257,-0.154944494,1.060722252,4.929465087,-0.231945358
1.128,-0.528096858,-0.379855195,-1.058098293,-0.150670573,1.076166227,5.016674833,-0.232661307
1.132,-0.515446713,-0.382276671,-1.032752381,-0.146335745,1.091175167,5.119066748,-0.234144461
1.136,-0.502473381,-0.380650651,-1.006758929,-0.14194176,1.105743005,5.1653446,-0.233148524
1.14,-0.487257405,-0.387082211,-0.9762721,-0.137490397,1.119863851,5.319697811,-0.237087854
1.144,-0.473844534,-0.386358897,-0.949397985,-0.132983453,1.133531997,5.37456383,-0.236644825
1.148,-0.458059085,-0.387647515,-0.917770156,-0.128422752,1.146741919,5.455332377,-0.237434103
1.152,-0.442970211,-0.39068873,-0.88753799,-0.123810136,1.159488275,5.55924441,-0.239296847
1.156,-0.426462021,-0.39076375,-0.854462074,-0.11914747,1.171765913,5.61918916,-0.239342797
1.16,-0.409897914,-0.391358967,-0.821274122,-0.11443664,1.183569871,5.684440344,-0.239707367
1.164,-0.394710315,-0.393008903,-0.790844149,-0.109679549,1.194895375,5.763028831,-0.240717953
1.168,-0.376289986,-0.394227981,-0.753937058,-0.104878121,1.205737849,5.833361126,-0.241464638
1.172,-0.359726615,-0.394916088,-0.720750581,-0.100034296,1.216092909,5.893728227,-0.241886104
1.176,-0.340213534,-0.394988219,-0.681654046,-0.095150033,1.225956369,5.942616164,-0.241930284
1.18,-0.325107963,-0.392978255,-0.651388426,-0.090227306,1.235324242,5.957554271,-0.240699181
1.184,-0.305110976,-0.393923135,-0.611322332,-0.085268105,1.24419274,6.014751293,-0.24127792
1.188,-0.286427686,-0.394990114,-0.573888372,-0.080274435,1.25255828,6.071593552,-0.241931445
1.192,-0.271938597,-0.392239832,-0.544857937,-0.075248314,1.260417478,6.067148629,-0.240246897
1.196,-0.250267221,-0.391609433,-0.501437029,-0.070191775,1.267767159,6.092719231,-0.239860778
1.2,-0.234860717,-0.389886929,-0.470568458,-0.06510686,1.274604351,6.098634354,-0.238805744
1.204,-0.216716557,-0.387887979,-0.434214701,-0.059995627,1.280926289,6.097460318,-0.237581387
1.208,-0.197282545,-0.386529526,-0.395276588,-0.05486014,1.28673042,6.103637965,-0.236749335
1.212,-0.180596829,-0.384136946,-0.361844979,-0.049702477,1.292014395,6.090766562,-0.235283879
1.216,-0.163667869,-0.381120136,-0.327926004,-0.044524722,1.296776079,6.065203952,-0.233436084
1.22,-0.145483304,-0.378450109,-0.291491293,-0.039328967,1.301013548,6.042393118,-0.231800692
1.224,-0.127177239,-0.376531557,-0.254813142,-0.034117314,1.304725088,6.028911603,-0.230625578
1.228,-0.108831668,-0.373787076,-0.218055836,-0.02889187,1.307909199,5.999573782,-0.228944584
1.232,-0.090243583,-0.371553653,-0.180812628,-0.023654746,1.310564594,5.975833511,-0.227576612
1.236,-0.074603921,-0.366173012,-0.1494769,-0.018408059,1.312690199,5.898846536,-0.22428097
1.24,-0.055299155,-0.364333725,-0.110797745,-0.013153932,1.314285155,5.8763479,-0.223154406
1.244,-0.040866677,-0.360656435,-0.081880739,-0.007894487,1.315348817,5.821744579,-0.220902066
1.248,-0.025632661,-0.35624866,-0.051357766,-0.00263185,1.315880756,5.75291952,-0.218202304
1.252,-0.009088311,-0.352631826,-0.018209399,0.00263185,1.315880756,5.694512688,-0.215986993
1.256,0.006016441,-0.347494166,0.012054579,0.007894487,1.315348817,5.609278199,-0.212840177
1.26,0.02114668,-0.343818247,0.042369626,0.013153932,1.314285155,5.545453241,-0.210588676
1.264,0.038567227,-0.34064903,0.077273546,0.018408059,1.312690199,5.487669182,-0.208647531
1.268,0.048035728,-0.334016258,0.096244696,0.023654746,1.310564594,5.372105839,-0.204584958
1.272,0.06230101,-0.329355935,0.124826707,0.02889187,1.307909199,5.286419352,-0.20173051
1.276,0.075074235,-0.324283634,0.150419224,0.034117314,1.304725088,5.19233336,-0.198623726
1.28,0.087804263,-0.319019067,0.175925192,0.039328967,1.301013548,5.093507884,-0.195399178
1.284,0.097654031,-0.313466597,0.19566025,0.044524722,1.296776079,4.988555216,-0.191998291
1.288,0.109862709,-0.308446306,0.220121637,0.049702477,1.292014395,4.890637226,-0.188923363
1.292,0.121363183,-0.302946418,0.243164061,0.05486014,1.28673042,4.783787873,-0.185554681
1.296,0.129110568,-0.296456423,0.258686773,0.059995627,1.280926289,4.660188958,-0.181579559
1.3,0.135867053,-0.289517223,0.27222411,0.06510686,1.274604351,4.528645483,-0.177329299
1.304,0.142800324,-0.283411763,0.286115655,0.070191775,1.267767159,4.409363399,-0.173589705
1.308,0.151455153,-0.277451794,0.303456529,0.075248314,1.260417478,4.291612268,-0.169939224
1.312,0.156973303,-0.270006253,0.314512728,0.080274435,1.25255828,4.15040318,-0.16537883
1.316,0.161944258,-0.263629691,0.324472566,0.085268105,1.24419274,4.025320891,-0.161473186
1.32,0.166112476,-0.256437957,0.332824036,0.090227306,1.235324242,3.887601987,-0.157068249
1.324,0.169224769,-0.248997004,0.339059846,0.095150033,1.225956369,3.746171528,-0.152510665
1.328,0.173663638,-0.242511087,0.347953592,0.100034296,1.216092909,3.619235793,-0.148538041
1.332,0.17257484,-0.234396845,0.345772069,0.104878121,1.205737849,3.468352101,-0.143568068
1.336,0.177641132,-0.228075776,0.355922925,0.109679549,1.194895375,3.344472006,-0.139696413
1.34,0.171252578,-0.21839205,0.343122777,0.11443664,1.183569871,3.172117372,-0.13376513
1.344,0.178073785,-0.212954518,0.356789791,0.11914747,1.171765913,3.062289471,-0.130434642
1.348,0.169132979,-0.203710801,0.338875934,0.123810136,1.159488275,2.898671102,-0.124772866
1.352,0.174152445,-0.197370961,0.348932969,0.128422752,1.146741919,2.777585696,-0.120889714
1.356,0.164095027,-0.188028039,0.328781862,0.132983453,1.133531997,2.615621652,-0.115167174
1.36,0.164399638,-0.181023654,0.329392181,0.137490397,1.119863851,2.487820697,-0.110876988
1.364,0.161034856,-0.173565785,0.322650483,0.14194176,1.105743005,2.355249063,-0.106309043
1.368,0.151631449,-0.164205323,0.303809756,0.146335745,1.091175167,2.198873412,-0.10057576
1.372,0.150362525,-0.157405826,0.301267331,0.150670573,1.076166227,2.078828612,-0.096411069
1.376,0.137462592,-0.148644236,0.275420942,0.154944494,1.060722252,1.93494344,-0.091044594
1.38,0.135282128,-0.141238118,0.271052151,0.15915578,1.044849484,1.811023879,-0.086508347
1.384,0.125373658,-0.132860826,0.251199474,0.163302727,1.028554341,1.677037263,-0.081377256
1.388,0.11529444,-0.124579909,0.231004688,0.16738366,1.01184341,1.54696269,-0.076305194
1.392,0.110516763,-0.117822677,0.221432103,0.171396929,0.994723446,1.438300937,-0.07216639
1.396,0.099104357,-0.109423865,0.198566132,0.175340912,0.977201369,1.312244135,-0.067022117
1.4,0.086917848,-0.100665102,0.174149164,0.179214013,0.959284263,1.185072122,-0.061657375
1.404,0.078352579,-0.093507032,0.156987735,0.183014669,0.940979371,1.079798937,-0.057273057
1.408,0.067458217,-0.085765429,0.135159721,0.186741341,0.922294092,0.970733941,-0.052531325
1.412,0.051526035,-0.077133422,0.103237899,0.190392524,0.903235981,0.854992593,-0.047244221
1.416,0.043429196,-0.069726017,0.087015019,0.193966742,0.88381274,0.756264366,-0.042707185
1.42,0.03007433,-0.061877624,0.060257123,0.19746255,0.864032222,0.656118213,-0.037900045
1.424,0.014007629,-0.053874494,0.028065776,0.200878534,0.843902423,0.557948302,-0.032998127
1.428,0.003642449,-0.046623546,0.007298034,0.204213314,0.82343148,0.471141421,-0.028556922
1.432,-0.01068989,-0.038675246,-0.021418334,0.207465542,0.802627669,0.380948029,-0.023688588
1.436,-0.027793899,-0.030568319,-0.055688037,0.210633903,0.7814994,0.29316946,-0.018723095
1.44,-0.036674231,-0.024055065,-0.073480727,0.213717116,0.760055213,0.224372796,-0.014733727
1.444,-0.054747452,-0.016186642,-0.10969235,0.216713935,0.738303777,0.146659559,-0.009914318
1.448,-0.068419129,-0.008916987,-0.137085011,0.219623148,0.716253885,0.078379713,-0.005461655
1.452,-0.081231726,-0.00204645,-0.162756414,0.22244358,0.693914451,0.017427122,-0.001253451
1.456,-0.097866681,0.005231324,-0.196086318,0.22517409,0.671294505,-0.043096623,0.003204186
1.46,-0.111722506,0.012190195,-0.223847939,0.227813574,0.648403192,-0.09700058,0.007466495
1.464,-0.125690375,0.018950401,-0.251834051,0.230360966,0.625249764,-0.145408722,0.01160712
1.468,-0.141767244,0.025911204,-0.28404577,0.232815235,0.601843583,-0.191377002,0.015870612
1.472,-0.155297806,0.032303378,-0.311155693,0.23517539,0.578194108,-0.229213463,0.019785819
1.476,-0.169239797,0.038709211,-0.339089956,0.237440477,0.554310902,-0.263321463,0.023709392
1.48,-0.18559086,0.045429288,-0.371851052,0.239609579,0.530203617,-0.295595041,0.027825439
1.484,-0.198126039,0.051396363,-0.396966617,0.24168182,0.505882001,-0.31908041,0.031480273
1.488,-0.212805095,0.057659743,-0.42637767,0.243656362,0.481355884,-0.340610089,0.035316592
1.492,-0.22764452,0.063597698,-0.456110038,0.245532407,0.456635181,-0.356393103,0.03895359
1.496,-0.241716354,0.069597427,-0.484304457,0.247309197,0.431729885,-0.368743028,0.042628424
1.5,-0.255548841,0.075648918,-0.512019318,0.248986014,0.406650065,-0.377521849,0.046334962
1.504,-0.269926047,0.08147464,-0.54082558,0.250562179,0.381405858,-0.381354021,0.049903217
1.508,-0.283451872,0.087174239,-0.56792601,0.252037055,0.35600747,-0.380860381,0.053394221
1.512,-0.297022402,0.09274892,-0.595116012,0.253410047,0.330465167,-0.376143077,0.056808713
1.516,-0.309991192,0.09820753,-0.621100365,0.254680598,0.304789275,-0.367335576,0.060152112
1.52,-0.321669688,0.103587804,-0.644499476,0.255848196,0.278990174,-0.354663143,0.06344753
1.524,-0.333948809,0.108706526,-0.669102002,0.256912369,0.253078292,-0.337620675,0.066582747
1.528,-0.347271695,0.114018712,-0.695795822,0.257872686,0.227064105,-0.317718964,0.069836461
1.532,-0.359622621,0.119252289,-0.720542218,0.25872876,0.200958127,-0.294097154,0.073042027
1.536,-0.37241059,0.124519266,-0.746164275,0.259480243,0.174770914,-0.267069463,0.076268051
1.54,-0.383671645,0.129613862,-0.768726999,0.260126833,0.14851305,-0.236229751,0.079388491
1.544,-0.395430315,0.134711749,-0.792286746,0.260668267,0.12219515,-0.202012371,0.082510946
1.548,-0.407458796,0.139908692,-0.816387088,0.261104328,0.095827854,-0.164533744,0.085694074
1.552,-0.418720586,0.144912589,-0.838951283,0.261434839,0.069421819,-0.123458395,0.088758961
1.556,-0.430152727,0.150117184,-0.861856797,0.261659665,0.042987721,-0.079194196,0.091946775
1.56,-0.441128577,0.155246427,-0.883848081,0.261778717,0.016536246,-0.031504824,0.095088437
1.564,-0.452134826,0.160441055,-0.905900273,0.261791946,-0.009921915,0.019535724,0.098270146
1.568,-0.462820927,0.165606808,-0.927311015,0.261699347,-0.036376064,0.073928588,0.10143417
1.572,-0.473252248,0.170817808,-0.948211277,0.261500957,-0.062815508,0.131679615,0.104625908
1.576,-0.483353062,0.175967984,-0.968449333,0.261196857,-0.08922956,0.192690779,0.10778039
1.58,-0.49383113,0.181294944,-0.989443258,0.260787169,-0.115607541,0.257211498,0.111043153
1.584,-0.50369749,0.186483862,-1.00921156,0.260272059,-0.141938788,0.324833545,0.114221366
1.588,-0.512752835,0.191605356,-1.027354908,0.259651735,-0.168212657,0.395534927,0.117358281
1.592,-0.5220063,0.196690209,-1.045895211,0.258926448,-0.194418527,0.469287419,0.120472753
1.596,-0.529656403,0.201610748,-1.061223007,0.258096492,-0.220545804,0.545671162,0.123486583
1.6,-0.538713053,0.206861713,-1.079368971,0.257162201,-0.246583926,0.625984245,0.126702799
1.604,-0.546714886,0.212040318,-1.095401494,0.256123953,-0.272522368,0.709151659,0.129874694
1.608,-0.554245198,0.21708917,-1.110489278,0.254982169,-0.298350644,0.794847224,0.132967117
1.612,-0.5617745,0.222173886,-1.125575035,0.253737309,-0.324058314,0.883557266,0.136081505
1.616,-0.569130064,0.227437966,-1.140312691,0.252389877,-0.349634984,0.975879888,0.139305754
1.62,-0.575227055,0.232352775,-1.152528661,0.250940418,-0.375070316,1.069495792,0.142316075
1.624,-0.580477493,0.237017753,-1.163048473,0.249389517,-0.400354027,1.164511013,0.145173373
1.628,-0.587197462,0.242398389,-1.176512646,0.247737801,-0.425475897,1.265677951,0.148469013
1.632,-0.592928776,0.247488482,-1.187995944,0.245985939,-0.450425771,1.368033543,0.151586695
1.636,-0.597029257,0.252360841,-1.196211695,0.244134638,-0.475193562,1.471672033,0.154571015
1.64,-0.601860769,0.257620613,-1.205892144,0.242184646,-0.499769258,1.580042141,0.157792625
1.644,-0.605778639,0.262778656,-1.213742014,0.240136753,-0.524142924,1.690278777,0.160951927
1.648,-0.609094114,0.267413951,-1.220384921,0.237991786,-0.548304709,1.79938692,0.163791045
1.652,-0.612785688,0.272559742,-1.227781382,0.235750611,-0.572244843,1.91408897,0.166942842
1.656,-0.615541742,0.277469693,-1.233303429,0.233414135,-0.595953651,2.029301433,0.169950187
1.66,-0.616199423,0.281790808,-1.234621164,0.230983303,-0.619421547,2.142060112,0.17259687
1.664,-0.617828373,0.286974503,-1.237884938,0.228459097,-0.642639044,2.263231313,0.175771883
1.668,-0.61867966,0.291676465,-1.239590583,0.225842537,-0.665596758,2.382490123,0.178651835
1.672,-0.618753335,0.296300666,-1.239738198,0.223134681,-0.688285407,2.50276292,0.181484158
1.676,-0.618503687,0.300673074,-1.239238003,0.220336625,-0.71069582,2.622387234,0.184162258
1.68,-0.617058987,0.30506081,-1.236343393,0.217449498,-0.732818938,2.743478912,0.186849746
1.684,-0.617595515,0.310782992,-1.237418383,0.214474468,-0.754645817,2.878186525,0.190354583
1.688,-0.614010719,0.314468626,-1.230235863,0.211412738,-0.776167634,2.995376206,0.192612034
1.692,-0.610481315,0.318274291,-1.223164325,0.208265545,-0.797375689,3.114462256,0.194943003
1.696,-0.606753584,0.32279217,-1.21569542,0.205034162,-0.818261408,3.241407134,0.197710204
1.7,-0.603230151,0.3269857,-1.208635847,0.201719895,-0.838816349,3.366000452,0.200278741
1.704,-0.598330578,0.33072723,-1.19881903,0.198324084,-0.859032202,3.48656624,0.202570428
1.708,-0.592558531,0.335217534,-1.187254119,0.194848101,-0.878900795,3.615639377,0.20532074
1.712,-0.587484249,0.339379778,-1.177087255,0.191293351,-0.898414097,3.741804065,0.207870114
1.716,-0.580305916,0.342437035,-1.162704701,0.187661272,-0.917564219,3.855988422,0.209742684
1.72,-0.571884706,0.345963337,-1.145831909,0.183953332,-0.93634342,3.97542682,0.211902544
1.724,-0.564526915,0.349914616,-1.131089791,0.180171029,-0.954744109,4.099846468,0.214322702
1.728,-0.556935846,0.354490624,-1.115880276,0.176315894,-0.972758846,4.23183246,0.217125507
1.732,-0.545668908,0.35473912,-1.093305767,0.172389483,-0.990380351,4.31151223,0.217277711
1.736,-0.536057705,0.359961515,-1.074048699,0.168393385,-1.007601498,4.451059488,0.220476428
1.74,-0.52536936,0.36312586,-1.05263346,0.164329214,-1.024415328,4.5651155,0.22241459
1.744,-0.514966408,0.364964692,-1.031790037,0.160198614,-1.040815042,4.661685111,0.223540874
1.748,-0.50221831,0.366949331,-1.006247866,0.156003255,-1.056794012,4.758991921,0.224756466
1.752,-0.490179991,0.370015112,-0.982127811,0.151744832,-1.072345777,4.869370611,0.226634256
1.756,-0.477425021,0.368222818,-0.956571871,0.147425067,-1.087464052,4.914101582,0.225536476
1.76,-0.462737516,0.372724507,-0.92714389,0.143045705,-1.102142724,5.041320519,0.228293761
1.764,-0.449604008,0.371850769,-0.90082951,0.138608519,-1.11637586,5.094453988,0.227758596
1.768,-0.434646926,0.373490897,-0.870861402,0.1341153,-1.130157707,5.180093463,0.228763175
1.772,-0.419523236,0.376096346,-0.840559479,0.129567866,-1.143482692,5.277730784,0.230359012
1.776,-0.403300657,0.376977501,-0.808055814,0.124968055,-1.15634543,5.349602862,0.230898719
1.78,-0.386447339,0.378492434,-0.774288398,0.120317726,-1.168740721,5.428675731,0.231826616
1.784,-0.37199933,0.380500331,-0.745340272,0.115618759,-1.180663553,5.513148855,0.233056453
1.788,-0.354368608,0.38009333,-0.710015243,0.110873054,-1.192109108,5.560639981,0.232807165
1.792,-0.338032268,0.380646442,-0.677283646,0.106082529,-1.203072758,5.619946621,0.233145946
1.796,-0.318380299,0.382022969,-0.637908833,0.101249121,-1.213550071,5.689389923,0.233989069
1.8,-0.302666887,0.380160039,-0.60642534,0.096374783,-1.223536813,5.708237402,0.232848024
1.804,-0.284024936,0.381966726,-0.569074206,0.091461485,-1.233028945,5.779860114,0.23395462
1.808,-0.266961552,0.379602605,-0.534885898,0.086511216,-1.242022632,5.785983838,0.232506595
1.812,-0.248895644,0.381671584,-0.498688928,0.081525974,-1.250514236,5.857293556,0.233773845
1.816,-0.2296128,0.379540158,-0.460053696,0.076507776,-1.258500325,5.861781008,0.232468347
1.82,-0.212593148,0.378764491,-0.42595301,0.07145865,-1.265977672,5.884557714,0.231993251
1.824,-0.195435486,0.37692014,-0.391575809,0.066380637,-1.272943253,5.8881235,0.230863586
1.828,-0.175428493,0.376319954,-0.351489668,0.06127579,-1.279394253,5.908539809,0.230495972
1.832,-0.161123582,0.371737485,-0.322828255,0.056146172,-1.285328063,5.86366121,0.22768921
1.836,-0.139989945,0.371353319,-0.280484763,0.050993858,-1.290742286,5.882275635,0.227453908
1.84,-0.124683589,0.368066995,-0.249816848,0.04582093,-1.295634732,5.852318863,0.225441035
1.844,-0.103857276,0.367168043,-0.208089113,0.040629478,-1.300003423,5.857710358,0.224890426
1.848,-0.088709225,0.363522925,-0.17773838,0.035421603,-1.303846595,5.816702133,0.222657792
1.852,-0.067686194,0.36191622,-0.135616498,0.030199409,-1.307162692,5.805721711,0.221673685
1.856,-0.054304235,0.356754406,-0.108804318,0.024965006,-1.309950375,5.735122674,0.218512074
1.86,-0.032678433,0.356024001,-0.06547472,0.019720512,-1.312208516,5.733246981,0.2180647
1.864,-0.018334513,0.35240881,-0.036735149,0.014468045,-1.313936203,5.682501505,0.215850396
1.868,-0.005237527,0.34681681,-0.010493943,0.00920973,-1.315132738,5.597424587,0.212425296
1.872,0.01303246,0.343897773,0.026111921,0.003947692,-1.315797636,5.553119097,0.210637386
1.876,0.027325585,0.339081867,0.05474972,-0.001315942,-1.315930629,5.475907253,0.207687643
1.88,0.042868875,0.335942069,0.085892356,-0.006579044,-1.315531663,5.423557153,0.205764517
1.884,0.061428848,0.333251863,0.123079238,-0.011839486,-1.3146009,5.376319065,0.204116766
1.888,0.070238472,0.326796426,0.140730259,-0.017095142,-1.313138715,5.266310083,0.200162811
1.892,0.088019436,0.323361934,0.176356314,-0.022343888,-1.3111457,5.203054468,0.198059185
1.896,0.096269489,0.316752756,0.192886173,-0.027583601,-1.308622661,5.08690189,0.194011063
1.9,0.113544086,0.313768159,0.227497668,-0.032812164,-1.305570616,5.027218477,0.192182997
1.904,0.119532494,0.306397527,0.239496081,-0.038027462,-1.301990801,4.895665029,0.187668485
1.908,0.135793183,0.303381352,0.272076104,-0.043227388,-1.297884662,4.832184475,0.185821078
1.912,0.141580562,0.295975083,0.283671734,-0.04840984,-1.29325386,4.697399069,0.181284738
1.916,0.154385197,0.29135368,0.309327184,-0.053572722,-1.288100265,4.605626343,0.178454129
1.92,0.161077547,0.285126568,0.32273602,-0.058713948,-1.282425962,4.487335189,0.174640023
1.924,0.170991353,0.279598738,0.342599385,-0.063831439,-1.276233244,4.37908911,0.171254227
1.928,0.176539771,0.272974902,0.35371623,-0.068923126,-1.269524614,4.252872553,0.167197128
1.932,0.183448329,0.266353451,0.367558263,-0.073986951,-1.262302785,4.126106111,0.163141489
1.936,0.188300293,0.259838004,0.37727969,-0.079020868,-1.254570677,4.0005189,0.159150777
1.94,0.193498482,0.253442936,0.387694815,-0.084022841,-1.246331413,3.876432769,0.155233799
1.944,0.196493838,0.246151686,0.393696329,-0.088990847,-1.237588326,3.738501347,0.150767907
1.948,0.201765792,0.240004262,0.404259251,-0.09392288,-1.22834495,3.617910523,0.14700261
1.952,0.199301635,0.231627846,0.399322049,-0.098816945,-1.218605021,3.463955105,0.141872056
1.956,0.207021731,0.22639126,0.414790083,-0.103671063,-1.208372476,3.357213834,0.138664647
1.96,0.201364477,0.217065677,0.403455174,-0.108483273,-1.197651452,3.190363188,0.132952727
1.964,0.208690186,0.211943459,0.418133012,-0.11325163,-1.186446284,3.085933915,0.129815369
1.968,0.199545514,0.20281135,0.399810687,-0.117974204,-1.1747615,2.923886329,0.124221952
1.972,0.205205105,0.196851264,0.41115028,-0.122649088,-1.162601824,2.808586021,0.120571399
1.976,0.195044532,0.187694241,0.390792491,-0.127274392,-1.149972171,2.648846556,0.114962723
1.98,0.198823508,0.181685376,0.398364072,-0.131848246,-1.136877648,2.534849757,0.111282293
1.984,0.19059948,0.173333189,0.381886356,-0.136368801,-1.123323547,2.389489429,0.106166578
1.988,0.184161557,0.164878363,0.36898729,-0.140834229,-1.109315348,2.244590968,0.100987997
1.992,0.181603717,0.15801139,0.363862385,-0.145242725,-1.094858713,2.123073328,0.096781976
1.996,0.169700042,0.149586479,0.340012106,-0.149592508,-1.079959487,1.982523415,0.091621718
2,0.167521452,0.142274102,0.335647069,-0.153881819,-1.064623692,1.85883355,0.087142887
